,index,track,rank,date
4718,328,What A Girl Wants,51.0,1999-12-04
4719,645,What A Girl Wants,28.0,1999-12-11
4720,962,What A Girl Wants,18.0,1999-12-18
4721,1279,What A Girl Wants,13.0,1999-12-25
4722,1596,What A Girl Wants,13.0,2000-01-01
4723,1913,What A Girl Wants,11.0,2000-01-08
4724,2230,What A Girl Wants,1.0,2000-01-15
4725,2547,What A Girl Wants,1.0,2000-01-22
4726,2864,What A Girl Wants,2.0,2000-01-29
4727,3181,What A Girl Wants,2.0,2000-02-05
4728,3498,What A Girl Wants,3.0,2000-02-12
4729,3815,What A Girl Wants,3.0,2000-02-19
4730,4132,What A Girl Wants,4.0,2000-02-26
4731,4449,What A Girl Wants,12.0,2000-03-04
4732,4766,What A Girl Wants,11.0,2000-03-11
4733,5083,What A Girl Wants,13.0,2000-03-18
4734,5400,What A Girl Wants,15.0,2000-03-25
4735,5717,What A Girl Wants,18.0,2000-04-01
4736,6034,What A Girl Wants,20.0,2000-04-08
4737,6351,What A Girl Wants,30.0,2000-04-15
4738,6668,What A Girl Wants,40.0,2000-04-22
4739,6985,What A Girl Wants,39.0,2000-04-29
4740,7302,What A Girl Wants,44.0,2000-05-06
4741,120,What About Now,78.0,2000-06-10
4742,437,What About Now,72.0,2000-06-17
4743,754,What About Now,66.0,2000-06-24
4744,1071,What About Now,64.0,2000-07-01
4745,1388,What About Now,56.0,2000-07-08
4746,1705,What About Now,50.0,2000-07-15
4747,2022,What About Now,47.0,2000-07-22
4748,2339,What About Now,39.0,2000-07-29
4749,2656,What About Now,37.0,2000-08-05
4750,2973,What About Now,34.0,2000-08-12
4751,3290,What About Now,30.0,2000-08-19
4752,3607,What About Now,30.0,2000-08-26
4753,3924,What About Now,35.0,2000-09-02
4754,4241,What About Now,36.0,2000-09-09
4755,4558,What About Now,37.0,2000-09-16
4756,4875,What About Now,43.0,2000-09-23
4757,5192,What About Now,54.0,2000-09-30
4758,5509,What About Now,60.0,2000-10-07
4759,5826,What About Now,61.0,2000-10-14
4760,6143,What About Now,69.0,2000-10-21
4761,126,What Do You Say,88.0,1999-10-30
4762,443,What Do You Say,76.0,1999-11-06
4763,760,What Do You Say,71.0,1999-11-13
4764,1077,What Do You Say,71.0,1999-11-20
4765,1394,What Do You Say,69.0,1999-11-27
4766,1711,What Do You Say,63.0,1999-12-04
4767,2028,What Do You Say,56.0,1999-12-11
4768,2345,What Do You Say,51.0,1999-12-18
4769,2662,What Do You Say,46.0,1999-12-25
4770,2979,What Do You Say,46.0,2000-01-01
4771,3296,What Do You Say,53.0,2000-01-08
4772,3613,What Do You Say,43.0,2000-01-15
4773,3930,What Do You Say,33.0,2000-01-22
4774,4247,What Do You Say,31.0,2000-01-29
4775,4564,What Do You Say,34.0,2000-02-05
4776,4881,What Do You Say,41.0,2000-02-12
4777,5198,What Do You Say,50.0,2000-02-19
4778,5515,What Do You Say,60.0,2000-02-26
4779,5832,What Do You Say,68.0,2000-03-04
4780,6149,What Do You Say,71.0,2000-03-11
4781,195,What I Need To Do,79.0,2000-04-01
4782,512,What I Need To Do,74.0,2000-04-08
4783,829,What I Need To Do,68.0,2000-04-15
4784,1146,What I Need To Do,72.0,2000-04-22
4785,1463,What I Need To Do,69.0,2000-04-29
4786,1780,What I Need To Do,69.0,2000-05-06
4787,2097,What I Need To Do,62.0,2000-05-13
4788,2414,What I Need To Do,58.0,2000-05-20
4789,2731,What I Need To Do,57.0,2000-05-27
4790,3048,What I Need To Do,57.0,2000-06-03
4791,3365,What I Need To Do,56.0,2000-06-10
4792,3682,What I Need To Do,56.0,2000-06-17
4793,3999,What I Need To Do,56.0,2000-06-24
4794,4316,What I Need To Do,72.0,2000-07-01
4795,4633,What I Need To Do,80.0,2000-07-08
4796,4950,What I Need To Do,93.0,2000-07-15
4797,5267,What I Need To Do,95.0,2000-07-22
4798,280,What Means The World To You,94.0,2000-10-14
4799,597,What Means The World To You,94.0,2000-10-21
4800,914,What Means The World To You,96.0,2000-10-28
4801,1231,What Means The World To You,91.0,2000-11-04
4802,1548,What Means The World To You,84.0,2000-11-11
4803,1865,What Means The World To You,83.0,2000-11-18
4804,2182,What Means The World To You,88.0,2000-11-25
4805,2499,What Means The World To You,87.0,2000-12-02
4806,2816,What Means The World To You,95.0,2000-12-09
4807,3133,What Means The World To You,92.0,2000-12-16
4808,173,What You Want,98.0,2000-07-01
4809,490,What You Want,95.0,2000-07-08
4810,807,What You Want,95.0,2000-07-15
4811,1124,What You Want,87.0,2000-07-22
4812,1441,What You Want,86.0,2000-07-29
4813,1758,What You Want,79.0,2000-08-05
4814,2075,What You Want,62.0,2000-08-12
4815,2392,What You Want,60.0,2000-08-19
4816,2709,What You Want,58.0,2000-08-26
4817,3026,What You Want,57.0,2000-09-02
4818,3343,What You Want,52.0,2000-09-09
4819,3660,What You Want,55.0,2000-09-16
4820,3977,What You Want,49.0,2000-09-23
4821,4294,What You Want,57.0,2000-09-30
4822,4611,What You Want,62.0,2000-10-07
4823,4928,What You Want,65.0,2000-10-14
4824,5245,What You Want,87.0,2000-10-21
4825,5562,What You Want,89.0,2000-10-28
4826,5879,What You Want,99.0,2000-11-04
4827,6196,What You Want,100.0,2000-11-11
4828,104,What'Chu Like,71.0,2000-06-03
4829,421,What'Chu Like,65.0,2000-06-10
4830,738,What'Chu Like,54.0,2000-06-17
4831,1055,What'Chu Like,54.0,2000-06-24
4832,1372,What'Chu Like,51.0,2000-07-01
4833,1689,What'Chu Like,41.0,2000-07-08
4834,2006,What'Chu Like,41.0,2000-07-15
4835,2323,What'Chu Like,33.0,2000-07-22
4836,2640,What'Chu Like,28.0,2000-07-29
4837,2957,What'Chu Like,31.0,2000-08-05
4838,3274,What'Chu Like,26.0,2000-08-12
4839,3591,What'Chu Like,28.0,2000-08-19
4840,3908,What'Chu Like,36.0,2000-08-26
4841,4225,What'Chu Like,39.0,2000-09-02
4842,4542,What'Chu Like,49.0,2000-09-09
4843,4859,What'Chu Like,58.0,2000-09-16
4844,5176,What'Chu Like,62.0,2000-09-23
4845,5493,What'Chu Like,65.0,2000-09-30
4846,5810,What'Chu Like,68.0,2000-10-07
4847,6127,What'Chu Like,68.0,2000-10-14
4848,230,What's My Name,98.0,2000-01-15
4849,547,What's My Name,76.0,2000-01-22
4850,864,What's My Name,69.0,2000-01-29
4851,1181,What's My Name,69.0,2000-02-05
4852,1498,What's My Name,67.0,2000-02-12
4853,1815,What's My Name,73.0,2000-02-19
4854,2132,What's My Name,76.0,2000-02-26
4855,2449,What's My Name,90.0,2000-03-04
4856,2766,What's My Name,90.0,2000-03-11
4857,3083,What's My Name,94.0,2000-03-18
4858,3400,What's My Name,100.0,2000-03-25
4859,82,What's Your Fantasy,89.0,2000-09-30
4860,399,What's Your Fantasy,83.0,2000-10-07
4861,716,What's Your Fantasy,63.0,2000-10-14
4862,1033,What's Your Fantasy,55.0,2000-10-21
4863,1350,What's Your Fantasy,49.0,2000-10-28
4864,1667,What's Your Fantasy,40.0,2000-11-04
4865,1984,What's Your Fantasy,33.0,2000-11-11
4866,2301,What's Your Fantasy,32.0,2000-11-18
4867,2618,What's Your Fantasy,30.0,2000-11-25
4868,2935,What's Your Fantasy,25.0,2000-12-02
4869,3252,What's Your Fantasy,22.0,2000-12-09
4870,3569,What's Your Fantasy,21.0,2000-12-16
4871,3886,What's Your Fantasy,24.0,2000-12-23
4872,4203,What's Your Fantasy,24.0,2000-12-30
4873,4520,What's Your Fantasy,24.0,2001-01-06
4874,4837,What's Your Fantasy,27.0,2001-01-13
4875,5154,What's Your Fantasy,25.0,2001-01-20
4876,5471,What's Your Fantasy,34.0,2001-01-27
4877,5788,What's Your Fantasy,32.0,2001-02-03
4878,6105,What's Your Fantasy,35.0,2001-02-10
4879,6422,What's Your Fantasy,41.0,2001-02-17
4880,6739,What's Your Fantasy,47.0,2001-02-24
4881,169,Whatever,75.0,2000-06-10
4882,486,Whatever,75.0,2000-06-17
4883,803,Whatever,67.0,2000-06-24
4884,1120,Whatever,73.0,2000-07-01
4885,1437,Whatever,64.0,2000-07-08
4886,1754,Whatever,56.0,2000-07-15
4887,2071,Whatever,54.0,2000-07-22
4888,2388,Whatever,54.0,2000-07-29
4889,2705,Whatever,54.0,2000-08-05
4890,3022,Whatever,48.0,2000-08-12
4891,3339,Whatever,47.0,2000-08-19
4892,3656,Whatever,50.0,2000-08-26
4893,3973,Whatever,60.0,2000-09-02
4894,4290,Whatever,68.0,2000-09-09
4895,4607,Whatever,73.0,2000-09-16
4896,4924,Whatever,81.0,2000-09-23
4897,5241,Whatever,92.0,2000-09-30
4898,5558,Whatever,90.0,2000-10-07
4899,257,When You Need My Love,98.0,2000-06-17
4900,574,When You Need My Love,88.0,2000-06-24
4901,891,When You Need My Love,93.0,2000-07-01
4902,1208,When You Need My Love,92.0,2000-07-08
4903,1525,When You Need My Love,85.0,2000-07-15
4904,1842,When You Need My Love,85.0,2000-07-22
4905,2159,When You Need My Love,84.0,2000-07-29
4906,2476,When You Need My Love,80.0,2000-08-05
4907,2793,When You Need My Love,80.0,2000-08-12
4908,3110,When You Need My Love,80.0,2000-08-19
4909,3427,When You Need My Love,80.0,2000-08-26
4910,3744,When You Need My Love,75.0,2000-09-02
4911,4061,When You Need My Love,78.0,2000-09-09
4912,4378,When You Need My Love,86.0,2000-09-16
4913,4695,When You Need My Love,99.0,2000-09-23
4914,118,Where I Wanna Be,81.0,2000-04-22
4915,435,Where I Wanna Be,71.0,2000-04-29
4916,752,Where I Wanna Be,65.0,2000-05-06
4917,1069,Where I Wanna Be,50.0,2000-05-13
4918,1386,Where I Wanna Be,41.0,2000-05-20
4919,1703,Where I Wanna Be,41.0,2000-05-27
4920,2020,Where I Wanna Be,36.0,2000-06-03
4921,2337,Where I Wanna Be,41.0,2000-06-10
4922,2654,Where I Wanna Be,38.0,2000-06-17
4923,2971,Where I Wanna Be,35.0,2000-06-24
4924,3288,Where I Wanna Be,33.0,2000-07-01
4925,3605,Where I Wanna Be,29.0,2000-07-08
4926,3922,Where I Wanna Be,36.0,2000-07-15
4927,4239,Where I Wanna Be,34.0,2000-07-22
4928,4556,Where I Wanna Be,34.0,2000-07-29
4929,4873,Where I Wanna Be,40.0,2000-08-05
4930,5190,Where I Wanna Be,42.0,2000-08-12
4931,5507,Where I Wanna Be,49.0,2000-08-19
4932,5824,Where I Wanna Be,55.0,2000-08-26
4933,6141,Where I Wanna Be,62.0,2000-09-02
4934,305,Where I Wanna Be,96.0,2000-11-11
4935,622,Where I Wanna Be,95.0,2000-11-18
4936,939,Where I Wanna Be,99.0,2000-11-25
4937,1256,Where I Wanna Be,99.0,2000-12-02
4938,1573,Where I Wanna Be,100.0,2000-12-09
4939,216,Where You Are,73.0,2000-04-01
4940,533,Where You Are,66.0,2000-04-08
4941,850,Where You Are,62.0,2000-04-15
4942,1167,Where You Are,62.0,2000-04-22
4943,1484,Where You Are,76.0,2000-04-29
4944,1801,Where You Are,93.0,2000-05-06
4945,251,Whistle While You Twurk,95.0,2000-03-18
4946,568,Whistle While You Twurk,94.0,2000-03-25
4947,885,Whistle While You Twurk,91.0,2000-04-01
4948,1202,Whistle While You Twurk,85.0,2000-04-08
4949,1519,Whistle While You Twurk,84.0,2000-04-15
4950,1836,Whistle While You Twurk,78.0,2000-04-22
4951,2153,Whistle While You Twurk,74.0,2000-04-29
4952,2470,Whistle While You Twurk,78.0,2000-05-06
4953,2787,Whistle While You Twurk,85.0,2000-05-13
4954,3104,Whistle While You Twurk,89.0,2000-05-20
4955,3421,Whistle While You Twurk,97.0,2000-05-27
4956,3738,Whistle While You Twurk,96.0,2000-06-03
4957,4055,Whistle While You Twurk,99.0,2000-06-10
4958,4372,Whistle While You Twurk,99.0,2000-06-17
4959,154,Who Let The Dogs Out,99.0,2000-07-22
4960,471,Who Let The Dogs Out,92.0,2000-07-29
4961,788,Who Let The Dogs Out,85.0,2000-08-05
4962,1105,Who Let The Dogs Out,76.0,2000-08-12
4963,1422,Who Let The Dogs Out,65.0,2000-08-19
4964,1739,Who Let The Dogs Out,54.0,2000-08-26
4965,2056,Who Let The Dogs Out,61.0,2000-09-02
4966,2373,Who Let The Dogs Out,58.0,2000-09-09
4967,2690,Who Let The Dogs Out,54.0,2000-09-16
4968,3007,Who Let The Dogs Out,54.0,2000-09-23
4969,3324,Who Let The Dogs Out,53.0,2000-09-30
4970,3641,Who Let The Dogs Out,53.0,2000-10-07
4971,3958,Who Let The Dogs Out,43.0,2000-10-14
4972,4275,Who Let The Dogs Out,40.0,2000-10-21
4973,4592,Who Let The Dogs Out,44.0,2000-10-28
4974,4909,Who Let The Dogs Out,41.0,2000-11-04
4975,5226,Who Let The Dogs Out,51.0,2000-11-11
4976,5543,Who Let The Dogs Out,65.0,2000-11-18
4977,5860,Who Let The Dogs Out,78.0,2000-11-25
4978,6177,Who Let The Dogs Out,84.0,2000-12-02
4979,161,Whoa!,78.0,2000-03-04
4980,478,Whoa!,59.0,2000-03-11
4981,795,Whoa!,53.0,2000-03-18
4982,1112,Whoa!,52.0,2000-03-25
4983,1429,Whoa!,47.0,2000-04-01
4984,1746,Whoa!,46.0,2000-04-08
4985,2063,Whoa!,43.0,2000-04-15
4986,2380,Whoa!,47.0,2000-04-22
4987,2697,Whoa!,47.0,2000-04-29
4988,3014,Whoa!,58.0,2000-05-06
4989,3331,Whoa!,54.0,2000-05-13
4990,3648,Whoa!,57.0,2000-05-20
4991,3965,Whoa!,70.0,2000-05-27
4992,4282,Whoa!,85.0,2000-06-03
4993,4599,Whoa!,84.0,2000-06-10
4994,4916,Whoa!,93.0,2000-06-17
4995,5233,Whoa!,97.0,2000-06-24
4996,48,Wifey,85.0,2000-05-27
4997,365,Wifey,61.0,2000-06-03
4998,682,Wifey,46.0,2000-06-10
4999,999,Wifey,40.0,2000-06-17
5000,1316,Wifey,36.0,2000-06-24
5001,1633,Wifey,31.0,2000-07-01
5002,1950,Wifey,25.0,2000-07-08
5003,2267,Wifey,22.0,2000-07-15
5004,2584,Wifey,25.0,2000-07-22
5005,2901,Wifey,24.0,2000-07-29
5006,3218,Wifey,21.0,2000-08-05
5007,3535,Wifey,20.0,2000-08-12
5008,3852,Wifey,19.0,2000-08-19
5009,4169,Wifey,19.0,2000-08-26
5010,4486,Wifey,8.0,2000-09-02
5011,4803,Wifey,7.0,2000-09-09
5012,5120,Wifey,10.0,2000-09-16
5013,5437,Wifey,12.0,2000-09-23
5014,5754,Wifey,21.0,2000-09-30
5015,6071,Wifey,25.0,2000-10-07
5016,6388,Wifey,35.0,2000-10-14
5017,13,With Arms Wide Open,84.0,2000-05-13
5018,330,With Arms Wide Open,78.0,2000-05-20
5019,647,With Arms Wide Open,76.0,2000-05-27
5020,964,With Arms Wide Open,74.0,2000-06-03
5021,1281,With Arms Wide Open,70.0,2000-06-10
5022,1598,With Arms Wide Open,68.0,2000-06-17
5023,1915,With Arms Wide Open,74.0,2000-06-24
5024,2232,With Arms Wide Open,75.0,2000-07-01
5025,2549,With Arms Wide Open,69.0,2000-07-08
5026,2866,With Arms Wide Open,74.0,2000-07-15
5027,3183,With Arms Wide Open,70.0,2000-07-22
5028,3500,With Arms Wide Open,79.0,2000-07-29
5029,3817,With Arms Wide Open,84.0,2000-08-05
5030,4134,With Arms Wide Open,86.0,2000-08-12
5031,4451,With Arms Wide Open,76.0,2000-08-19
5032,4768,With Arms Wide Open,62.0,2000-08-26
5033,5085,With Arms Wide Open,45.0,2000-09-02
5034,5402,With Arms Wide Open,29.0,2000-09-09
5035,5719,With Arms Wide Open,19.0,2000-09-16
5036,6036,With Arms Wide Open,11.0,2000-09-23
5037,6353,With Arms Wide Open,10.0,2000-09-30
5038,6670,With Arms Wide Open,7.0,2000-10-07
5039,6987,With Arms Wide Open,5.0,2000-10-14
5040,7304,With Arms Wide Open,3.0,2000-10-21
5041,7621,With Arms Wide Open,3.0,2000-10-28
5042,7938,With Arms Wide Open,3.0,2000-11-04
5043,8255,With Arms Wide Open,1.0,2000-11-11
5044,8572,With Arms Wide Open,2.0,2000-11-18
5045,8889,With Arms Wide Open,2.0,2000-11-25
5046,9206,With Arms Wide Open,3.0,2000-12-02
5047,9523,With Arms Wide Open,3.0,2000-12-09
5048,9840,With Arms Wide Open,3.0,2000-12-16
5049,10157,With Arms Wide Open,4.0,2000-12-23
5050,10474,With Arms Wide Open,5.0,2000-12-30
5051,10791,With Arms Wide Open,5.0,2001-01-06
5052,11108,With Arms Wide Open,5.0,2001-01-13
5053,11425,With Arms Wide Open,5.0,2001-01-20
5054,11742,With Arms Wide Open,9.0,2001-01-27
5055,12059,With Arms Wide Open,12.0,2001-02-03
5056,12376,With Arms Wide Open,13.0,2001-02-10
5057,12693,With Arms Wide Open,13.0,2001-02-17
5058,13010,With Arms Wide Open,17.0,2001-02-24
5059,13327,With Arms Wide Open,22.0,2001-03-03
5060,13644,With Arms Wide Open,26.0,2001-03-10
5061,13961,With Arms Wide Open,28.0,2001-03-17
5062,14278,With Arms Wide Open,37.0,2001-03-24
5063,14595,With Arms Wide Open,41.0,2001-03-31
5064,124,Without You,80.0,2000-10-07
5065,441,Without You,70.0,2000-10-14
5066,758,Without You,63.0,2000-10-21
5067,1075,Without You,56.0,2000-10-28
5068,1392,Without You,50.0,2000-11-04
5069,1709,Without You,49.0,2000-11-11
5070,2026,Without You,48.0,2000-11-18
5071,2343,Without You,46.0,2000-11-25
5072,2660,Without You,41.0,2000-12-02
5073,2977,Without You,40.0,2000-12-09
5074,3294,Without You,35.0,2000-12-16
5075,3611,Without You,31.0,2000-12-23
5076,3928,Without You,33.0,2000-12-30
5077,4245,Without You,44.0,2001-01-06
5078,4562,Without You,36.0,2001-01-13
5079,4879,Without You,35.0,2001-01-20
5080,5196,Without You,37.0,2001-01-27
5081,5513,Without You,43.0,2001-02-03
5082,5830,Without You,51.0,2001-02-10
5083,6147,Without You,54.0,2001-02-17
5084,69,Wobble Wobble,57.0,2000-04-15
5085,386,Wobble Wobble,34.0,2000-04-22
5086,703,Wobble Wobble,25.0,2000-04-29
5087,1020,Wobble Wobble,17.0,2000-05-06
5088,1337,Wobble Wobble,17.0,2000-05-13
5089,1654,Wobble Wobble,31.0,2000-05-20
5090,1971,Wobble Wobble,36.0,2000-05-27
5091,2288,Wobble Wobble,49.0,2000-06-03
5092,2605,Wobble Wobble,53.0,2000-06-10
5093,2922,Wobble Wobble,57.0,2000-06-17
5094,3239,Wobble Wobble,64.0,2000-06-24
5095,3556,Wobble Wobble,70.0,2000-07-01
5096,3873,Wobble Wobble,75.0,2000-07-08
5097,4190,Wobble Wobble,76.0,2000-07-15
5098,4507,Wobble Wobble,78.0,2000-07-22
5099,4824,Wobble Wobble,85.0,2000-07-29
5100,5141,Wobble Wobble,92.0,2000-08-05
5101,5458,Wobble Wobble,96.0,2000-08-12
5102,53,Wonderful,77.0,2000-07-08
5103,370,Wonderful,69.0,2000-07-15
5104,687,Wonderful,53.0,2000-07-22
5105,1004,Wonderful,37.0,2000-07-29
5106,1321,Wonderful,33.0,2000-08-05
5107,1638,Wonderful,25.0,2000-08-12
5108,1955,Wonderful,24.0,2000-08-19
5109,2272,Wonderful,23.0,2000-08-26
5110,2589,Wonderful,22.0,2000-09-02
5111,2906,Wonderful,25.0,2000-09-09
5112,3223,Wonderful,28.0,2000-09-16
5113,3540,Wonderful,25.0,2000-09-23
5114,3857,Wonderful,11.0,2000-09-30
5115,4174,Wonderful,13.0,2000-10-07
5116,4491,Wonderful,13.0,2000-10-14
5117,4808,Wonderful,11.0,2000-10-21
5118,5125,Wonderful,18.0,2000-10-28
5119,5442,Wonderful,28.0,2000-11-04
5120,5759,Wonderful,36.0,2000-11-11
5121,6076,Wonderful,39.0,2000-11-18
5122,6393,Wonderful,45.0,2000-11-25
5123,86,Yes!,90.0,2000-04-08
5124,403,Yes!,77.0,2000-04-15
5125,720,Yes!,66.0,2000-04-22
5126,1037,Yes!,61.0,2000-04-29
5127,1354,Yes!,59.0,2000-05-06
5128,1671,Yes!,47.0,2000-05-13
5129,1988,Yes!,39.0,2000-05-20
5130,2305,Yes!,33.0,2000-05-27
5131,2622,Yes!,32.0,2000-06-03
5132,2939,Yes!,31.0,2000-06-10
5133,3256,Yes!,28.0,2000-06-17
5134,3573,Yes!,27.0,2000-06-24
5135,3890,Yes!,22.0,2000-07-01
5136,4207,Yes!,27.0,2000-07-08
5137,4524,Yes!,31.0,2000-07-15
5138,4841,Yes!,39.0,2000-07-22
5139,5158,Yes!,45.0,2000-07-29
5140,5475,Yes!,50.0,2000-08-05
5141,5792,Yes!,53.0,2000-08-12
5142,6109,Yes!,59.0,2000-08-19
5143,139,You Can Do It,86.0,1999-12-04
5144,456,You Can Do It,66.0,1999-12-11
5145,773,You Can Do It,50.0,1999-12-18
5146,1090,You Can Do It,42.0,1999-12-25
5147,1407,You Can Do It,42.0,2000-01-01
5148,1724,You Can Do It,40.0,2000-01-08
5149,2041,You Can Do It,35.0,2000-01-15
5150,2358,You Can Do It,46.0,2000-01-22
5151,2675,You Can Do It,45.0,2000-01-29
5152,2992,You Can Do It,54.0,2000-02-05
5153,3309,You Can Do It,73.0,2000-02-12
5154,3626,You Can Do It,89.0,2000-02-19
5155,207,You Owe Me,74.0,2000-03-25
5156,524,You Owe Me,72.0,2000-04-01
5157,841,You Owe Me,68.0,2000-04-08
5158,1158,You Owe Me,59.0,2000-04-15
5159,1475,You Owe Me,59.0,2000-04-22
5160,1792,You Owe Me,59.0,2000-04-29
5161,2109,You Owe Me,67.0,2000-05-06
5162,2426,You Owe Me,67.0,2000-05-13
5163,2743,You Owe Me,63.0,2000-05-20
5164,3060,You Owe Me,69.0,2000-05-27
5165,3377,You Owe Me,75.0,2000-06-03
5166,3694,You Owe Me,82.0,2000-06-10
5167,4011,You Owe Me,79.0,2000-06-17
5168,4328,You Owe Me,88.0,2000-06-24
5169,4645,You Owe Me,95.0,2000-07-01
5170,4962,You Owe Me,96.0,2000-07-08
5171,21,You Sang To Me,77.0,2000-02-26
5172,338,You Sang To Me,54.0,2000-03-04
5173,655,You Sang To Me,50.0,2000-03-11
5174,972,You Sang To Me,43.0,2000-03-18
5175,1289,You Sang To Me,30.0,2000-03-25
5176,1606,You Sang To Me,27.0,2000-04-01
5177,1923,You Sang To Me,21.0,2000-04-08
5178,2240,You Sang To Me,18.0,2000-04-15
5179,2557,You Sang To Me,15.0,2000-04-22
5180,2874,You Sang To Me,13.0,2000-04-29
5181,3191,You Sang To Me,13.0,2000-05-06
5182,3508,You Sang To Me,13.0,2000-05-13
5183,3825,You Sang To Me,13.0,2000-05-20
5184,4142,You Sang To Me,5.0,2000-05-27
5185,4459,You Sang To Me,2.0,2000-06-03
5186,4776,You Sang To Me,2.0,2000-06-10
5187,5093,You Sang To Me,5.0,2000-06-17
5188,5410,You Sang To Me,7.0,2000-06-24
5189,5727,You Sang To Me,9.0,2000-07-01
5190,6044,You Sang To Me,12.0,2000-07-08
5191,6361,You Sang To Me,12.0,2000-07-15
5192,6678,You Sang To Me,16.0,2000-07-22
5193,6995,You Sang To Me,20.0,2000-07-29
5194,7312,You Sang To Me,20.0,2000-08-05
5195,7629,You Sang To Me,22.0,2000-08-12
5196,7946,You Sang To Me,25.0,2000-08-19
5197,8263,You Sang To Me,26.0,2000-08-26
5198,8580,You Sang To Me,29.0,2000-09-02
5199,8897,You Sang To Me,35.0,2000-09-09
5200,9214,You Sang To Me,33.0,2000-09-16
5201,9531,You Sang To Me,40.0,2000-09-23
5202,9848,You Sang To Me,44.0,2000-09-30
5203,221,You Should've Told Me,91.0,2000-09-23
5204,538,You Should've Told Me,91.0,2000-09-30
5205,855,You Should've Told Me,91.0,2000-10-07
5206,1172,You Should've Told Me,87.0,2000-10-14
5207,1489,You Should've Told Me,86.0,2000-10-21
5208,1806,You Should've Told Me,79.0,2000-10-28
5209,2123,You Should've Told Me,79.0,2000-11-04
5210,2440,You Should've Told Me,75.0,2000-11-11
5211,2757,You Should've Told Me,70.0,2000-11-18
5212,3074,You Should've Told Me,68.0,2000-11-25
5213,3391,You Should've Told Me,64.0,2000-12-02
5214,3708,You Should've Told Me,64.0,2000-12-09
5215,4025,You Should've Told Me,68.0,2000-12-16
5216,4342,You Should've Told Me,70.0,2000-12-23
5217,4659,You Should've Told Me,74.0,2000-12-30
5218,4976,You Should've Told Me,90.0,2001-01-06
5219,5293,You Should've Told Me,86.0,2001-01-13
5220,5610,You Should've Told Me,85.0,2001-01-20
5221,5927,You Should've Told Me,93.0,2001-01-27
5222,6244,You Should've Told Me,92.0,2001-02-03
5223,274,You Won't Be Lonely Now,97.0,2000-09-23
